epoch,train_loss,val_loss,epsilon
0,5.611728668212891,5.6059746742248535,10
5,5.543161869049072,5.541170597076416,10
10,5.503998756408691,5.478035926818848,10
15,5.441647529602051,5.42401647567749,10
20,5.3673319816589355,5.383339881896973,10
25,5.327934265136719,5.321591377258301,10
30,5.307210922241211,5.275954723358154,10
35,5.217774391174316,5.256027698516846,10
40,5.200477600097656,5.1838226318359375,10
45,5.147234916687012,5.161672592163086,10
50,5.088118076324463,5.118793964385986,10
55,5.054636001586914,5.061775207519531,10
60,5.080033302307129,5.03061056137085,10
65,4.997016429901123,4.981042861938477,10
70,4.959055423736572,4.9775896072387695,10
75,4.973340034484863,4.911961555480957,10
80,4.909061431884766,4.886661052703857,10
85,4.891702651977539,4.867079734802246,10
90,4.844973564147949,4.868666648864746,10
95,4.844919204711914,4.832417964935303,10
